match_id,scorecard_url,squads_url,scraped_at_utc,match_title,team1,team2,venue,match_date,result_text,winner,win_margin,toss_text,team1_name,team2_name,team1_xi,team2_xi,team1_subs,team2_subs
149801,https://www.cricbuzz.com/live-cricket-scorecard/149801/match,https://www.cricbuzz.com/cricket-match-squads/149801/match,2026-04-13T04:13:26.697156+00:00,"Lucknow Super Giants vs Gujarat Titans, 19th Match, Indian Premier League 2026 - Scorecard",Lucknow Super Giants,Gujarat Titans,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,PM LOCAL Info Live Scorecard Squads Points Table Overs Graphs Highlights Full Commentary News Gujarat Titans won by 7 wkts LSG Lucknow Super Giants 164-8,PM LOCAL Info Live Scorecard Squads Points Table Overs Graphs Highlights Full Commentary News Gujarat Titans,7 wkts LSG Lucknow Super Giants 164-8,,Cricket match squads | Lucknow Super Giants,Gujarat,"[""Mitchell Marsh Batting Allrounder"", ""Aiden Markram Batter"", ""Rishabh Pant (C & WK) WK-Batter"", ""Ayush Badoni Batting Allrounder"", ""Nicholas Pooran WK-Batter"", ""Abdul Samad Batting Allrounder"", ""Mukul Choudhary WK-Batter"", ""Mohammed Shami Bowler"", ""Avesh Khan Bowler"", ""Digvesh Singh Rathi Bowler"", ""Prince Yadav Bowler""]","[""Sai Sudharsan Batter"", ""Shubman Gill (C) Batter"", ""Jos Buttler (WK) WK-Batter"", ""Washington Sundar Bowling Allrounder"", ""Glenn Phillips WK-Batter"", ""Rahul Tewatia Bowling Allrounder"", ""Rashid Khan Bowling Allrounder"", ""Kagiso Rabada Bowler"", ""Mohammed Siraj Bowler"", ""Ashok Sharma Bowler"", ""Prasidh Krishna Bowler""]","[""Manimaran Siddharth Bowler"", ""George Linde Batting Allrounder"", ""Shahbaz Ahmed Bowling Allrounder"", ""Mayank Yadav Bowler"", ""Matthew Breetzke WK-Batter"", ""Shahrukh Khan Batter"", ""Manav Suthar Bowling Allrounder"", ""Jason Holder Bowling Allrounder"", ""Kulwant Khejroliya Bowler"", ""Anuj Rawat WK-Batter"", ""Himmat Singh Batter"", ""Anrich Nortje Bowler"", ""Mohsin Khan Bowler"", ""Arjun Tendulkar Bowling Allrounder"", ""Akash Maharaj Singh Bowler"", ""Akshat Raghuwanshi Batter"", ""Arshin Kulkarni Batting Allrounder"", ""Naman Tiwari Bowler"", ""Josh Inglis WK-Batter"", ""Jayant Yadav Bowler""]","[""Ishant Sharma Bowler"", ""Luke Wood Bowler"", ""Ravisrinivasan Sai Kishore Bowling Allrounder"", ""Tom Banton WK-Batter"", ""Kumar Kushagra WK-Batter"", ""Arshad Khan Bowling Allrounder"", ""Gurnoor Brar Bowler"", ""Nishant Sindhu Batting Allrounder"", ""Justin Langer Head Coach"", ""Lance Klusener Assistant coach"", ""Kane Williamson Strategic Advisor"", ""Bharat Arun Bowling Coach"", ""Carl Crowe Spin Bowling Coach"", ""Ashish Nehra Head coach"", ""Vijay Dahiya Assistant Coach"", ""Matthew Hayden Batting coach"", ""Naeem Amin Fast Bowling Coach"", ""Narender Negi Fielding coach"", ""Aashish Kapoor Spin Bowling Coach"", ""Parthiv Patel Wicket-keeping Coach""]"
149812,https://www.cricbuzz.com/live-cricket-scorecard/149812/match,https://www.cricbuzz.com/cricket-match-squads/149812/match,2026-04-13T04:13:28.046096+00:00,"Mumbai Indians vs Royal Challengers Bengaluru, 20th Match, Indian Premier League 2026 - Scorecard",Mumbai Indians,Royal Challengers Bengaluru,Wankhede Stadium,,PM LOCAL Info Live Scorecard Squads Points Table Overs Graphs Highlights Full Commentary News Royal Challengers Bengaluru won by 18 runs RCB Royal Challengers Bengaluru 240-4,PM LOCAL Info Live Scorecard Squads Points Table Overs Graphs Highlights Full Commentary News Royal Challengers Bengaluru,18 runs RCB Royal Challengers Bengaluru 240-4,,Cricket match squads | Mumbai Indians,Royal,"[""Rohit Sharma Batter"", ""Ryan Rickelton (WK) WK-Batter"", ""Suryakumar Yadav Batter"", ""Tilak Varma Batter"", ""Hardik Pandya (C) Batting Allrounder"", ""Naman Dhir Batter"", ""Mitchell Santner Bowling Allrounder"", ""Shardul Thakur Bowling Allrounder"", ""Trent Boult Bowler"", ""Mayank Markande Bowler"", ""Jasprit Bumrah Bowler""]","[""Philip Salt WK-Batter"", ""Virat Kohli Batter"", ""Devdutt Padikkal Batter"", ""Rajat Patidar (C) Batter"", ""Tim David Batter"", ""Jitesh Sharma (WK) WK-Batter"", ""Romario Shepherd Bowling Allrounder"", ""Krunal Pandya Batting Allrounder"", ""Bhuvneshwar Kumar Bowler"", ""Jacob Duffy Bowler"", ""Suyash Sharma Bowler""]","[""Sherfane Rutherford Batting Allrounder"", ""Corbin Bosch Bowling Allrounder"", ""Ashwani Kumar Bowler"", ""Raghu Sharma Bowler"", ""Raj Bawa Batting Allrounder"", ""Rasikh Salam Dar Bowler"", ""Venkatesh Iyer Batting Allrounder"", ""Jacob Bethell Batting Allrounder"", ""Swapnil Singh Bowler"", ""Mangesh Yadav Bowling Allrounder"", ""Deepak Chahar Bowler"", ""AM Ghazanfar Bowler"", ""Robin Minz WK-Batter"", ""Quinton de Kock WK-Batter"", ""Will Jacks Batting Allrounder"", ""Mayank Rawat Batting Allrounder"", ""Atharva Ankolekar Bowling Allrounder"", ""Danish Malewar Batter""]","[""Mohammed Salahuddin Izhar Bowler"", ""Kanishk Chouhan Bowling Allrounder"", ""Jordan Cox WK-Batter"", ""Vicky Ostwal Bowler"", ""Vihaan Malhotra Batting Allrounder"", ""Satvik Deswal Bowling Allrounder"", ""Josh Hazlewood Bowler"", ""Abhinandan Singh Bowler"", ""Mahela Jayawardene Head coach"", ""Kieron Pollard Batting Coach"", ""Jagadeesh Arunkumar Assistant Batting Coach"", ""Lasith Malinga Bowling Coach"", ""Carl Hopkinson Fielding Coach"", ""Andy Flower Head Coach"", ""Dinesh Karthik Batting Coach and Mentor"", ""Omkar Salvi Bowling Coach"", ""Malolan Rangarajan Head of Scouting & Fielding"", ""Richard Halsall Fielding Coach""]"
