match_id,scorecard_url,squads_url
149651,https://www.cricbuzz.com/live-cricket-scorecard/149651/pbks-vs-gt-4th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149651/pbks-vs-gt-4th-match-indian-premier-league-2026
149673,https://www.cricbuzz.com/live-cricket-scorecard/149673/kkr-vs-srh-6th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149673/kkr-vs-srh-6th-match-indian-premier-league-2026
149684,https://www.cricbuzz.com/live-cricket-scorecard/149684/csk-vs-pbks-7th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149684/csk-vs-pbks-7th-match-indian-premier-league-2026
149695,https://www.cricbuzz.com/live-cricket-scorecard/149695/dc-vs-mi-8th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149695/dc-vs-mi-8th-match-indian-premier-league-2026
149710,https://www.cricbuzz.com/live-cricket-scorecard/149710/srh-vs-lsg-10th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149710/srh-vs-lsg-10th-match-indian-premier-league-2026
149721,https://www.cricbuzz.com/live-cricket-scorecard/149721/rcb-vs-csk-11th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149721/rcb-vs-csk-11th-match-indian-premier-league-2026
149732,https://www.cricbuzz.com/live-cricket-scorecard/149732/kkr-vs-pbks-12th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149732/kkr-vs-pbks-12th-match-indian-premier-league-2026
149743,https://www.cricbuzz.com/live-cricket-scorecard/149743/rr-vs-mi-13th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149743/rr-vs-mi-13th-match-indian-premier-league-2026
149746,https://www.cricbuzz.com/live-cricket-scorecard/149746/dc-vs-gt-14th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149746/dc-vs-gt-14th-match-indian-premier-league-2026
149757,https://www.cricbuzz.com/live-cricket-scorecard/149757/kkr-vs-lsg-15th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149757/kkr-vs-lsg-15th-match-indian-premier-league-2026
149768,https://www.cricbuzz.com/live-cricket-scorecard/149768/rr-vs-rcb-16th-match-indian-premier-league-2026,https://www.cricbuzz.com/cricket-match-squads/149768/rr-vs-rcb-16th-match-indian-premier-league-2026
