match_id,scorecard_url,squads_url
149801,https://www.cricbuzz.com/live-cricket-scorecard/149801/match,https://www.cricbuzz.com/cricket-match-squads/149801/match
149812,https://www.cricbuzz.com/live-cricket-scorecard/149812/match,https://www.cricbuzz.com/cricket-match-squads/149812/match
