model,train_accuracy,test_accuracy,train_f1_weighted,test_f1_weighted,test_f1_macro,test_balanced_accuracy,test_precision_weighted,test_recall_weighted,train_log_loss,test_log_loss,top2_accuracy,top3_accuracy,calibration_ece,fit_gap_weighted_f1,fit_gap_log_loss,generalization_score,best_cv_accuracy
stacking_gen,0.7453142227122381,0.5714285714285714,0.7429723636418679,0.5681725417439702,0.5358225108225109,0.5697474747474748,0.65071016285302,0.5714285714285714,0.5205122660323378,0.8933610142434452,0.9571428571428572,1.0,0.09277804251638277,0.17479982189789767,0.37284874821110736,0.527728615954097,0.5182547169811321
xgb_gen,0.5711135611907387,0.5142857142857142,0.5495292125915318,0.4699443413729128,0.4652380952380952,0.5273232323232322,0.5026568669425813,0.5142857142857142,0.9999703607892294,1.2646578697341255,0.8857142857142857,0.9285714285714286,0.09253898944173541,0.07958487121861896,0.2646875089448961,0.4943894964810595,0.5219575471698114
catboost_gen,0.7177508269018743,0.5,0.7114256615333575,0.4852353640511536,0.4669826810616284,0.5082323232323231,0.5174335188620902,0.5,0.9555539935886677,1.285685960157968,0.9428571428571428,0.9571428571428572,0.12776637777530273,0.22619029748220393,0.33013196656930033,0.44345242562944903,0.5395125786163522
rf_gen,0.8423373759647188,0.5142857142857142,0.8405288310465028,0.5009514170040485,0.47542285200179935,0.4973232323232324,0.5492517006802721,0.5142857142857142,1.2358243854825801,1.610249881217948,0.9857142857142858,0.9857142857142858,0.30527967193357763,0.33957741404245423,0.3744254957353679,0.42939136077510065,0.5595361635220126
lgbm_gen,1.0,0.5285714285714286,1.0,0.5262666740110349,0.5001603367392841,0.5277272727272727,0.5784126984126984,0.5285714285714286,0.10550268013096292,0.9579149340457754,1.0,1.0,0.16878321411827085,0.4737333259889651,0.8524122539148125,0.4101380970741873,0.5295204402515723
lr_enet,0.9955898566703418,0.4857142857142857,0.9955929873871966,0.4967507492507493,0.45572677322677324,0.47696969696969693,0.6125396825396826,0.4857142857142857,0.1973478961929624,1.065667118284969,0.9714285714285714,1.0,0.24462696042307264,0.4988422381364473,0.8683192220920066,0.3610037261801739,0.48430031446540883
