iter	Logloss
204	0.3235580419
205	0.3222024341
206	0.320950187
207	0.3202271973
208	0.3183132031
209	0.316277078
210	0.3150288618
211	0.3139542926
212	0.312591337
213	0.3118645787
214	0.311095451
215	0.3107288897
216	0.3101795181
217	0.3094801771
218	0.3077651051
219	0.3067855317
220	0.3057952353
221	0.3051081234
222	0.3036326687
223	0.302965197
224	0.3017649375
225	0.300513297
226	0.2993984686
227	0.2983060852
228	0.2976350466
229	0.2970310822
230	0.2960564404
231	0.2945624089
232	0.2937815428
233	0.2932126306
234	0.2921820769
235	0.2903533355
236	0.2896982627
237	0.2887861477
238	0.2882932381
239	0.2873019676
240	0.286954804
241	0.2864353299
242	0.2857782316
243	0.2849485243
244	0.2845195416
245	0.2835648028
246	0.2828111637
247	0.2824630287
248	0.2819428722
249	0.2806445457
250	0.2800904237
251	0.2783151267
252	0.2762198186
253	0.2752934405
254	0.2743188825
255	0.2730784273
256	0.271848035
257	0.270865129
258	0.2699765536
259	0.2681775844
260	0.2659991708
261	0.2648781536
262	0.2641253959
263	0.2631251159
264	0.2625298636
265	0.2617853831
266	0.26045076
267	0.2594300433
268	0.2588382886
269	0.2579986675
270	0.2571045726
271	0.2563666766
272	0.2557356069
273	0.2547011259
274	0.2535055735
275	0.252765454
276	0.2517390618
277	0.2511907325
278	0.2496109061
279	0.2486375613
280	0.2477346777
281	0.2466153915
282	0.2457889977
283	0.2454099583
284	0.2446962858
285	0.2438348163
286	0.2429678069
287	0.2422157142
288	0.2405521543
289	0.2394841889
290	0.238550714
291	0.2376931311
292	0.2371545018
293	0.2358017535
294	0.2352025198
295	0.2337695375
296	0.2333452943
297	0.2325888615
298	0.2316119918
299	0.2301927114
300	0.2294311859
301	0.2292985843
302	0.228294633
303	0.2271447047
304	0.2256680284
305	0.2245675502
306	0.2235222703
307	0.2221050019
308	0.220981426
309	0.220621681
310	0.2198798004
311	0.2194199192
312	0.2185708113
313	0.2179141307
314	0.2174825553
315	0.2167488497
316	0.2161344806
317	0.215327314
318	0.2148397586
319	0.2143524094
320	0.2132526391
321	0.2127138532
322	0.2121512558
323	0.2116764366
324	0.2111486712
325	0.2108041781
326	0.2100486392
327	0.2092447852
328	0.2079644886
329	0.2068391375
330	0.2057930691
331	0.2052257552
332	0.2043500675
333	0.2035818292
334	0.2025898936
335	0.2021099727
336	0.2012384509
337	0.200332979
338	0.2001304263
339	0.1992339673
340	0.1980453112
341	0.1974577943
342	0.1963837068
343	0.1951170432
344	0.1946960324
345	0.1938495359
346	0.1925793157
347	0.1919557088
348	0.1914326103
349	0.190788956
350	0.1895407325
351	0.1892464726
352	0.1883203811
353	0.1875678985
354	0.1864568483
355	0.1855855372
356	0.1851171272
357	0.1839732519
358	0.1837131138
359	0.1831442794
360	0.1826960009
361	0.1817881831
362	0.1817136266
363	0.1813944777
364	0.1813210704
365	0.1806548495
366	0.1805281438
367	0.1802148854
368	0.1799767392
369	0.179298462
370	0.1785164675
371	0.1783898298
372	0.1778283489
373	0.1771712758
374	0.1767907027
375	0.1764576407
376	0.1760885741
377	0.1759148511
378	0.1755421921
379	0.175065133
380	0.1743837004
381	0.1731724703
382	0.1726934013
383	0.1724698118
384	0.1723323914
385	0.1719947457
386	0.1710699323
387	0.1706856486
388	0.1700303727
389	0.1695809326
390	0.1693918234
391	0.1684096823
392	0.1678926376
393	0.1670970967
394	0.1667387848
395	0.1663673805
396	0.1660476879
397	0.1658275838
398	0.1657434834
399	0.1652998958
400	0.1640977403
401	0.16400176
402	0.1634286988
403	0.1629538984
404	0.1627249888
405	0.1626576461
406	0.1622944184
407	0.1613732232
408	0.1607556865
409	0.1603377556
410	0.1599499833
411	0.1596832111
412	0.1588521339
413	0.1583818484
414	0.1578169904
415	0.1575464731
416	0.1568502248
417	0.1562512297
418	0.1559008848
419	0.1556461103
420	0.1552645624
421	0.1546701473
422	0.1541971417
423	0.1538113803
424	0.1531045441
425	0.1526546756
426	0.1523938924
427	0.1521117025
428	0.1508139588
429	0.1507202856
430	0.150040006
431	0.1495319483
432	0.1492663568
433	0.1489469894
434	0.1487610243
435	0.148393466
436	0.1480296139
437	0.1480064712
438	0.1474879571
439	0.1469307455
440	0.1463947423
441	0.1460909562
442	0.1455921228
443	0.1449476235
444	0.1448875864
445	0.1440641391
446	0.1434226828
447	0.1431905574
448	0.1427295949
449	0.1423254302
450	0.141699529
451	0.1410050175
452	0.1406021969
453	0.140109698
454	0.1395056785
455	0.1391553237
456	0.1390307305
457	0.1385382625
458	0.1383673099
459	0.137330768
460	0.1368698978
461	0.1368286383
462	0.1368099375
463	0.1362496368
464	0.1361906547
465	0.1353891357
466	0.1350535834
467	0.1350116543
468	0.1345062368
469	0.1343059335
470	0.1339053895
471	0.1334668766
472	0.133042182
473	0.1329670139
474	0.1327132844
475	0.1325798949
476	0.1320305548
477	0.1319892314
478	0.1316271983
479	0.1312131049
480	0.130725336
481	0.1306927303
482	0.1304255179
483	0.1295710198
484	0.1292394086
485	0.1290076917
486	0.128225022
487	0.1274054931
488	0.1268808023
489	0.1260562586
490	0.1259201163
491	0.1254913441
492	0.1247769184
493	0.1244895986
494	0.1239543473
495	0.1237372569
496	0.1234878312
497	0.1233547347
498	0.1230376596
499	0.1225841971
500	0.1222744383
501	0.1215800421
502	0.1210074039
503	0.1206197373
504	0.1205460867
505	0.1201460646
506	0.1198273551
507	0.1191034308
508	0.1187240429
509	0.1184181467
510	0.1180680155
511	0.1175009684
512	0.1171303357
513	0.1170227602
514	0.1168290253
515	0.1165140404
516	0.1161625244
517	0.1160521127
518	0.1155117608
519	0.1152470701
520	0.1150660938
521	0.1148363625
522	0.1144513504
523	0.1143080694
524	0.1141479683
525	0.1139952478
526	0.1137897299
527	0.1137026592
528	0.113409584
529	0.1130078053
530	0.1126408856
531	0.1124319439
532	0.1119991296
533	0.1116400827
534	0.1112846688
535	0.1111958761
536	0.1107927958
537	0.1103288749
538	0.1101790461
539	0.1098751386
540	0.1095743409
541	0.1095207384
542	0.1091555256
543	0.108766451
544	0.1083273055
545	0.108037181
546	0.1076793215
547	0.107559378
548	0.1073466095
549	0.1071657514
550	0.106997544
551	0.1067248394
552	0.1063177872
553	0.1062028895
554	0.1059639303
555	0.1056678982
556	0.1056246426
557	0.1055941906
558	0.1052742387
559	0.1050981559
560	0.104785909
561	0.1047308094
562	0.104566322
563	0.1045251972
564	0.1040003845
565	0.1037105571
566	0.1036643431
567	0.1034666816
568	0.1034388946
569	0.1030980628
570	0.1027907036
571	0.1026827446
572	0.1024166221
573	0.1021977325
574	0.1021696603
575	0.1018927801
576	0.101554704
577	0.1014212561
578	0.1011809104
579	0.1009881851
580	0.100705567
581	0.1006770209
582	0.1003050383
583	0.100180053
584	0.1001502392
585	0.09973293654
586	0.09960709964
587	0.09930828586
588	0.09913654042
589	0.09889377714
590	0.09858949848
591	0.09835945601
592	0.09797852013
593	0.09766459792
594	0.09763892814
595	0.09738320014
596	0.09732212474
597	0.09703168472
598	0.09685247734
599	0.09642736059
600	0.09630402342
601	0.09596082438
602	0.09566928713
603	0.09533966794
604	0.09519062489
605	0.09502360211
606	0.09477792924
607	0.09468677929
608	0.09445785541
609	0.09423011869
610	0.0941930509
611	0.09393910797
612	0.09378825066
613	0.09359006216
614	0.0932779122
615	0.09315589703
616	0.0928756448
617	0.09269600217
618	0.09266752335
619	0.09257905716
620	0.0923754953
621	0.09216904553
622	0.09213742844
623	0.09186976902
624	0.09149359759
625	0.09112350827
626	0.09085187109
627	0.09073636656
628	0.0906169817
629	0.09059499724
630	0.09052721708
631	0.09038887503
632	0.09026377433
633	0.08976710351
634	0.08957628214
635	0.08945268238
636	0.08913532516
637	0.08884752729
638	0.0886049064
639	0.08833199075
640	0.08818727302
641	0.08794815693
642	0.08764994088
643	0.08759583939
644	0.08748336434
645	0.08740813501
646	0.08704648618
647	0.08689263705
648	0.08666092606
649	0.08649305048
650	0.08610422326
651	0.08581179326
652	0.08568082792
653	0.08544837863
654	0.08526943421
655	0.08511571444
656	0.08496848591
657	0.0848548421
658	0.08475495239
659	0.08473217238
660	0.08456896657
661	0.08449605088
662	0.0843953876
663	0.08397949143
664	0.0837178771
665	0.08349832721
666	0.08333046843
667	0.0832134704
668	0.08319253221
669	0.08294332769
670	0.08260078394
671	0.08242419756
672	0.08208634188
673	0.08181681974
674	0.08175697865
675	0.08168259382
676	0.08158819562
677	0.08134674603
678	0.08116536797
679	0.08100215523
680	0.08075885591
681	0.0805274017
682	0.08043963991
683	0.08027594588
684	0.08014300029
685	0.07985990357
686	0.07975749887
687	0.07967175074
688	0.07941404807
689	0.07923743973
690	0.07909736483
691	0.07873149542
692	0.07853798772
693	0.07824973939
694	0.07819081149
695	0.07800144753
696	0.07769127689
697	0.07746484783
698	0.07727496905
699	0.07694953247
700	0.07680187823
701	0.07661528391
702	0.07639336043
703	0.07626508938
704	0.07604130698
705	0.07601006775
706	0.07571313227
707	0.07561191933
708	0.07542160115
709	0.07524318877
710	0.07509048003
711	0.07495044821
712	0.07485448049
713	0.07473121693
714	0.07470952683
715	0.07453377023
716	0.07431983429
717	0.07408466961
718	0.07381775295
719	0.07366381434
720	0.07348877391
721	0.07334716469
722	0.073225601
723	0.07320772735
724	0.07314534229
725	0.07287686569
726	0.07282842452
727	0.07281070497
728	0.07274862049
729	0.07252835946
730	0.07245660123
731	0.07237942422
732	0.07211703225
733	0.07206392308
734	0.07195610057
735	0.07178198368
736	0.07170204813
737	0.07151584433
738	0.0713395708
739	0.07125720542
740	0.07113325174
741	0.07104357007
742	0.07092170962
743	0.07081326732
744	0.07071141086
745	0.07050604892
746	0.07048860043
747	0.07028688348
748	0.07016845589
749	0.07014421331
750	0.06999456614
751	0.06980886107
752	0.06961502998
753	0.06947731755
754	0.06941419967
755	0.06929728211
756	0.06915501906
757	0.06897146514
758	0.06893674771
759	0.0686324629
760	0.06841992653
761	0.06828299605
762	0.06802627214
763	0.067832798
764	0.06765413907
765	0.06750211029
766	0.06738584187
767	0.06725350303
768	0.06702528263
769	0.06693329617
770	0.06680608804
771	0.06664607483
772	0.06657095749
773	0.06648111754
774	0.06643296807
775	0.06630622239
776	0.06616177615
777	0.0661467902
778	0.06597905902
779	0.06596580714
780	0.06580861634
781	0.06579362901
782	0.06567520305
783	0.06565960409
784	0.06556701348
785	0.06544699924
786	0.06543622768
787	0.06528807925
788	0.06527415784
789	0.06510714041
790	0.06496116934
791	0.06482458057
792	0.06469353227
793	0.06459306758
794	0.06457852237
795	0.06443579603
796	0.06435852965
797	0.06430056308
798	0.06423198062
799	0.06415191185
