Match_ID,Date,Teams,Team1,Team2,Toss_Winner,Toss_Decision,team1_form_winrate_5,team2_form_winrate_5,venue_chase_winrate_prior,venue_score_prior,Match_Winner
548342,2012-04-27,Delhi Capitals vs Mumbai Indians,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,0.4,0.8,0.48,-0.040000000000000036,Delhi Capitals
548343,2012-04-28,Chennai Super Kings vs Punjab Kings,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,0.8,0.6,0.3793103448275862,-0.24137931034482762,Punjab Kings
548344,2012-04-28,Kolkata Knight Riders vs Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,0.4,0.4,0.6538461538461539,0.3076923076923077,Kolkata Knight Riders
548345,2012-04-29,Delhi Capitals vs Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,0.6,0.4,0.46153846153846156,-0.07692307692307687,Delhi Capitals
548347,2012-04-30,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,0.6,0.6,0.36666666666666664,-0.2666666666666667,Kolkata Knight Riders
548349,2012-05-01,Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,0.6,0.6,0.6521739130434783,0.30434782608695654,Delhi Capitals
548350,2012-05-02,Royal Challengers Bengaluru vs Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,0.6,0.6,0.5384615384615384,0.07692307692307687,Punjab Kings
548354,2012-05-05,Punjab Kings vs Rajasthan Royals,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,0.2,0.2,0.5909090909090909,0.18181818181818188,Rajasthan Royals
548355,2012-05-06,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,0.4,0.4,0.5909090909090909,0.18181818181818188,Mumbai Indians
548357,2012-05-07,Delhi Capitals vs Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,0.8,0.8,0.4444444444444444,-0.11111111111111116,Kolkata Knight Riders
548360,2012-05-09,Mumbai Indians vs Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.6,0.4,0.6086956521739131,0.21739130434782616,Royal Challengers Bengaluru
548361,2012-05-10,Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,0.6,0.4,0.6666666666666666,0.33333333333333326,Chennai Super Kings
548363,2012-05-12,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,0.6,0.8,0.6071428571428571,0.2142857142857142,Mumbai Indians
548364,2012-05-12,Chennai Super Kings vs Delhi Capitals,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,0.6,0.8,0.375,-0.25,Chennai Super Kings
548367,2012-05-14,Royal Challengers Bengaluru vs Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,0.4,0.8,0.5714285714285714,0.1428571428571428,Mumbai Indians
548368,2012-05-14,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,0.6,0.4,0.5862068965517241,0.17241379310344818,Chennai Super Kings
548369,2012-05-15,Delhi Capitals vs Punjab Kings,Delhi Capitals,Punjab Kings,Punjab Kings,bat,0.6,1.0,0.4642857142857143,-0.0714285714285714,Delhi Capitals
548370,2012-05-16,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,0.4,1.0,0.625,0.25,Kolkata Knight Riders
548371,2012-05-17,Punjab Kings vs Chennai Super Kings,Punjab Kings,Chennai Super Kings,Punjab Kings,field,0.2,0.4,0.42857142857142855,-0.1428571428571429,Punjab Kings
548372,2012-05-17,Delhi Capitals vs Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,field,0.6,0.8,0.4827586206896552,-0.03448275862068961,Royal Challengers Bengaluru
548374,2012-05-19,Punjab Kings vs Delhi Capitals,Punjab Kings,Delhi Capitals,Delhi Capitals,field,0.4,0.8,0.5,0.0,Delhi Capitals
548377,2012-05-20,Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,0.4,0.8,0.6538461538461539,0.3076923076923077,Mumbai Indians
548378,2012-05-22,Delhi Capitals vs Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,0.6,1.0,0.4,-0.19999999999999996,Kolkata Knight Riders
548379,2012-05-23,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,0.6,0.8,0.5862068965517241,0.17241379310344818,Chennai Super Kings
548380,2012-05-25,Delhi Capitals vs Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,0.4,0.4,0.3939393939393939,-0.21212121212121215,Chennai Super Kings
548381,2012-05-27,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,0.4,0.6,0.38235294117647056,-0.23529411764705888,Kolkata Knight Riders
597998,2013-04-03,Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,0.6,0.8,0.6,0.19999999999999996,Kolkata Knight Riders
597999,2013-04-04,Royal Challengers Bengaluru vs Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,0.4,0.8,0.5666666666666667,0.1333333333333333,Royal Challengers Bengaluru
598001,2013-04-06,Delhi Capitals vs Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,0.2,0.4,0.4666666666666667,-0.06666666666666665,Rajasthan Royals
598002,2013-04-06,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,0.6,0.6,0.4,-0.19999999999999996,Mumbai Indians
598004,2013-04-07,Sunrisers Hyderabad vs Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,1.0,0.6,0.5714285714285714,0.1428571428571428,Draw/No Result
598005,2013-04-08,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0.2,1.0,0.6666666666666666,0.33333333333333326,Rajasthan Royals
598048,2013-04-09,Royal Challengers Bengaluru vs Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,0.6,0.8,0.5483870967741935,0.09677419354838701,Royal Challengers Bengaluru
598006,2013-04-09,Mumbai Indians vs Delhi Capitals,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,0.4,0.6,0.6,0.19999999999999996,Mumbai Indians
598007,2013-04-10,Punjab Kings vs Chennai Super Kings,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,0.4,0.6,0.5833333333333334,0.16666666666666674,Chennai Super Kings
598008,2013-04-11,Royal Challengers Bengaluru vs Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,0.6,0.8,0.5625,0.125,Royal Challengers Bengaluru
598010,2013-04-12,Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,0.2,0.6,0.45161290322580644,-0.09677419354838712,Sunrisers Hyderabad
598012,2013-04-13,Chennai Super Kings vs Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,0.6,0.6,0.3888888888888889,-0.2222222222222222,Chennai Super Kings
598013,2013-04-14,Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,0.6,0.8,0.6129032258064516,0.22580645161290325,Kolkata Knight Riders
598014,2013-04-14,Rajasthan Royals vs Punjab Kings,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,0.4,0.8,0.6428571428571429,0.2857142857142858,Rajasthan Royals
598016,2013-04-16,Punjab Kings vs Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,0.4,0.6,0.6,0.19999999999999996,Punjab Kings
598017,2013-04-16,Royal Challengers Bengaluru vs Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,0.8,0.4,0.5757575757575758,0.1515151515151516,Draw/No Result
598019,2013-04-17,Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,0.6,0.6,0.6551724137931034,0.31034482758620685,Rajasthan Royals
598020,2013-04-18,Delhi Capitals vs Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,0.0,0.6,0.46875,-0.0625,Chennai Super Kings
598021,2013-04-19,Sunrisers Hyderabad vs Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,0.5,0.6,0.5454545454545454,0.09090909090909083,Sunrisers Hyderabad
598022,2013-04-20,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,0.6,0.6,0.59375,0.1875,Chennai Super Kings
598023,2013-04-20,Royal Challengers Bengaluru vs Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,0.6,0.6,0.5588235294117647,0.11764705882352944,Royal Challengers Bengaluru
598024,2013-04-21,Delhi Capitals vs Mumbai Indians,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,0.0,0.4,0.45454545454545453,-0.09090909090909094,Delhi Capitals
598026,2013-04-22,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,0.6,0.4,0.39473684210526316,-0.21052631578947367,Chennai Super Kings
598059,2013-04-23,Delhi Capitals vs Punjab Kings,Delhi Capitals,Punjab Kings,Punjab Kings,field,0.2,0.4,0.47058823529411764,-0.05882352941176472,Punjab Kings
598029,2013-04-24,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,0.6,0.2,0.6060606060606061,0.21212121212121215,Mumbai Indians
598030,2013-04-25,Chennai Super Kings vs Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,0.6,0.6,0.41025641025641024,-0.17948717948717952,Chennai Super Kings
598031,2013-04-26,Kolkata Knight Riders vs Punjab Kings,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,0.6,0.4,0.6176470588235294,0.23529411764705888,Kolkata Knight Riders
598032,2013-04-27,Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,0.8,0.4,0.6333333333333333,0.2666666666666666,Rajasthan Royals
598033,2013-04-27,Mumbai Indians vs Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,0.6,0.4,0.5555555555555556,0.11111111111111116,Mumbai Indians
598034,2013-04-28,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,0.6,0.4,0.425,-0.15000000000000002,Chennai Super Kings
598036,2013-04-29,Rajasthan Royals vs Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,0.8,0.2,0.6451612903225806,0.29032258064516125,Rajasthan Royals
598037,2013-04-29,Mumbai Indians vs Punjab Kings,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,0.6,0.4,0.5357142857142857,0.0714285714285714,Mumbai Indians
598039,2013-05-01,Sunrisers Hyderabad vs Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,0.6666666666666666,0.4,0.5652173913043478,0.13043478260869557,Sunrisers Hyderabad
598040,2013-05-01,Delhi Capitals vs Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,0.4,0.2,0.3333333333333333,-0.33333333333333337,Delhi Capitals
598041,2013-05-02,Chennai Super Kings vs Punjab Kings,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,0.8,0.2,0.4146341463414634,-0.1707317073170732,Chennai Super Kings
598043,2013-05-03,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,0.6,0.2,0.6285714285714286,0.2571428571428571,Kolkata Knight Riders
598044,2013-05-04,Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,0.75,0.2,0.5833333333333334,0.16666666666666674,Sunrisers Hyderabad
598046,2013-05-05,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,0.8,0.8,0.5172413793103449,0.034482758620689724,Mumbai Indians
598064,2013-05-06,Punjab Kings vs Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,field,0.6,0.2,0.5925925925925926,0.18518518518518512,Punjab Kings
598049,2013-05-07,Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,1.0,0.2,0.6666666666666666,0.33333333333333326,Rajasthan Royals
598050,2013-05-07,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,1.0,0.0,0.5,0.0,Mumbai Indians
598051,2013-05-08,Sunrisers Hyderabad vs Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,0.8,0.8,0.6,0.19999999999999996,Chennai Super Kings
598052,2013-05-09,Punjab Kings vs Rajasthan Royals,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,0.6,0.2,0.6071428571428571,0.2142857142857142,Rajasthan Royals
598054,2013-05-10,Delhi Capitals vs Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,field,0.6,0.2,0.4857142857142857,-0.02857142857142858,Royal Challengers Bengaluru
598056,2013-05-11,Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,0.6,0.4,0.6206896551724138,0.24137931034482762,Sunrisers Hyderabad
598057,2013-05-12,Kolkata Knight Riders vs Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,field,0.6,0.4,0.5,0.0,Kolkata Knight Riders
598058,2013-05-12,Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,1.0,0.8,0.6764705882352942,0.3529411764705883,Rajasthan Royals
598060,2013-05-13,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,1.0,0.4,0.4838709677419355,-0.032258064516129004,Mumbai Indians
598062,2013-05-14,Chennai Super Kings vs Delhi Capitals,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,0.8,0.0,0.40476190476190477,-0.19047619047619047,Chennai Super Kings
598045,2013-05-14,Royal Challengers Bengaluru vs Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,0.8,0.2,0.5555555555555556,0.11111111111111116,Punjab Kings
598063,2013-05-15,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,1.0,0.2,0.5,0.0,Mumbai Indians
598028,2013-05-16,Punjab Kings vs Delhi Capitals,Punjab Kings,Delhi Capitals,Delhi Capitals,field,0.6,0.0,0.5555555555555556,0.11111111111111116,Punjab Kings
598065,2013-05-17,Sunrisers Hyderabad vs Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,0.6,0.2,0.5769230769230769,0.15384615384615374,Sunrisers Hyderabad
598066,2013-05-18,Punjab Kings vs Mumbai Indians,Punjab Kings,Mumbai Indians,Mumbai Indians,field,0.6,0.4,0.5,0.0,Punjab Kings
598068,2013-05-18,Royal Challengers Bengaluru vs Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,0.6,0.6,0.5675675675675675,0.1351351351351351,Royal Challengers Bengaluru
598069,2013-05-19,Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,0.8,0.2,0.5555555555555556,0.11111111111111116,Sunrisers Hyderabad
598070,2013-05-21,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,1.0,0.4,0.4722222222222222,-0.05555555555555558,Chennai Super Kings
598071,2013-05-22,Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,1.0,0.4,0.4594594594594595,-0.08108108108108103,Rajasthan Royals
598072,2013-05-24,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,1.0,0.2,0.6388888888888888,0.2777777777777777,Mumbai Indians
598073,2013-05-26,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,1.0,0.4,0.6486486486486487,0.29729729729729737,Mumbai Indians
729279,2014-04-16,Mumbai Indians vs Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,1.0,0.2,0.5,0.0,Kolkata Knight Riders
729281,2014-04-17,Delhi Capitals vs Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.6,0.4,0.5,0.0,Royal Challengers Bengaluru
729285,2014-04-18,Sunrisers Hyderabad vs Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,0.8,0.2,0.3333333333333333,-0.33333333333333337,Rajasthan Royals
729283,2014-04-18,Chennai Super Kings vs Punjab Kings,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,0.8,0.4,0.5,0.0,Punjab Kings
729287,2014-04-19,Royal Challengers Bengaluru vs Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,field,0.6,0.4,0.5,0.0,Royal Challengers Bengaluru
729289,2014-04-19,Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,0.6,0.0,0.6666666666666666,0.33333333333333326,Delhi Capitals
729291,2014-04-20,Rajasthan Royals vs Punjab Kings,Rajasthan Royals,Punjab Kings,Punjab Kings,field,1.0,0.4,0.6666666666666666,0.33333333333333326,Punjab Kings
729293,2014-04-21,Chennai Super Kings vs Delhi Capitals,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,0.6,0.2,0.6,0.19999999999999996,Chennai Super Kings
729295,2014-04-22,Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0.6,0.2,0.75,0.5,Punjab Kings
729297,2014-04-23,Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,0.8,0.4,0.75,0.5,Chennai Super Kings
729299,2014-04-24,Royal Challengers Bengaluru vs Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,0.8,0.4,0.6,0.19999999999999996,Kolkata Knight Riders
729301,2014-04-25,Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,0.6,0.2,0.6,0.19999999999999996,Sunrisers Hyderabad
729303,2014-04-25,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,0.6,0.4,0.5,0.0,Chennai Super Kings
729307,2014-04-26,Kolkata Knight Riders vs Punjab Kings,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,0.6,0.6,0.5,0.0,Punjab Kings
729305,2014-04-26,Rajasthan Royals vs Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,0.6,0.6,0.42857142857142855,-0.1428571428571429,Rajasthan Royals
729309,2014-04-27,Delhi Capitals vs Mumbai Indians,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,0.4,0.2,0.5,0.0,Delhi Capitals
729311,2014-04-27,Sunrisers Hyderabad vs Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,0.6,0.4,0.5714285714285714,0.1428571428571428,Chennai Super Kings
729313,2014-04-28,Punjab Kings vs Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,field,0.6,0.4,0.5714285714285714,0.1428571428571428,Punjab Kings
729315,2014-04-29,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,0.4,0.4,0.5,0.0,Draw/No Result
729317,2014-04-30,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,0.8,0.2,0.625,0.25,Sunrisers Hyderabad
733971,2014-05-02,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,0.6,0.6,0.5,0.0,Chennai Super Kings
733973,2014-05-03,Mumbai Indians vs Punjab Kings,Mumbai Indians,Punjab Kings,Punjab Kings,bat,0.6,0.8,0.48484848484848486,-0.030303030303030276,Mumbai Indians
733975,2014-05-03,Delhi Capitals vs Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,0.6,0.2,0.47368421052631576,-0.052631578947368474,Rajasthan Royals
733977,2014-05-04,Royal Challengers Bengaluru vs Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,0.6,0.4,0.5526315789473685,0.10526315789473695,Royal Challengers Bengaluru
733981,2014-05-05,Delhi Capitals vs Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,0.4,0.6,0.48717948717948717,-0.02564102564102566,Chennai Super Kings
733979,2014-05-05,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0.6,0.6,0.5,0.0,Rajasthan Royals
733983,2014-05-06,Mumbai Indians vs Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.6,0.4,0.5,0.0,Mumbai Indians
733985,2014-05-07,Delhi Capitals vs Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,0.2,0.4,0.5,0.0,Kolkata Knight Riders
733987,2014-05-07,Punjab Kings vs Chennai Super Kings,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,0.8,0.6,0.3333333333333333,-0.33333333333333337,Punjab Kings
733989,2014-05-08,Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,0.6,0.2,0.42857142857142855,-0.1428571428571429,Sunrisers Hyderabad
733991,2014-05-09,Royal Challengers Bengaluru vs Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,field,0.6,0.8,0.5641025641025641,0.1282051282051282,Punjab Kings
733993,2014-05-10,Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0.2,0.4,0.5121951219512195,0.024390243902439046,Sunrisers Hyderabad
733995,2014-05-10,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,0.6,0.6,0.4857142857142857,-0.02857142857142858,Chennai Super Kings
733997,2014-05-11,Punjab Kings vs Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,1.0,0.6,0.2857142857142857,-0.4285714285714286,Kolkata Knight Riders
733999,2014-05-11,Royal Challengers Bengaluru vs Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,0.6,0.4,0.55,0.10000000000000009,Rajasthan Royals
734001,2014-05-12,Sunrisers Hyderabad vs Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,0.6,0.2,0.5714285714285714,0.1428571428571428,Mumbai Indians
734003,2014-05-13,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,0.6,0.6,0.4,-0.19999999999999996,Chennai Super Kings
734005,2014-05-13,Royal Challengers Bengaluru vs Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,0.4,0.2,0.5609756097560976,0.12195121951219523,Royal Challengers Bengaluru
734007,2014-05-14,Sunrisers Hyderabad vs Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,0.4,0.8,0.5862068965517241,0.17241379310344818,Punjab Kings
734009,2014-05-14,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,0.2,0.4,0.375,-0.25,Kolkata Knight Riders
734011,2014-05-15,Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,0.4,0.2,0.375,-0.25,Rajasthan Royals
734013,2014-05-18,Chennai Super Kings vs Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,0.8,0.2,0.5,0.0,Royal Challengers Bengaluru
734015,2014-05-18,Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,0.2,0.6,0.6,0.19999999999999996,Kolkata Knight Riders
734017,2014-05-19,Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,0.6,0.2,0.3333333333333333,-0.33333333333333337,Mumbai Indians
734019,2014-05-19,Delhi Capitals vs Punjab Kings,Delhi Capitals,Punjab Kings,Punjab Kings,field,0.2,0.8,0.5238095238095238,0.04761904761904767,Punjab Kings
734023,2014-05-20,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,0.2,0.8,0.631578947368421,0.26315789473684204,Kolkata Knight Riders
734021,2014-05-20,Sunrisers Hyderabad vs Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,0.2,0.4,0.6129032258064516,0.22580645161290325,Sunrisers Hyderabad
734025,2014-05-21,Punjab Kings vs Mumbai Indians,Punjab Kings,Mumbai Indians,Mumbai Indians,field,0.8,0.4,0.6,0.19999999999999996,Mumbai Indians
734027,2014-05-22,Kolkata Knight Riders vs Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.4,0.2,0.6410256410256411,0.28205128205128216,Kolkata Knight Riders
734029,2014-05-22,Chennai Super Kings vs Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0.8,0.6,0.5714285714285714,0.1428571428571428,Sunrisers Hyderabad
734031,2014-05-23,Mumbai Indians vs Delhi Capitals,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,0.4,0.2,0.5,0.0,Mumbai Indians
734033,2014-05-23,Punjab Kings vs Rajasthan Royals,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,0.6,0.6,0.6129032258064516,0.22580645161290325,Punjab Kings
